city,consultation_fee,degree,dp_score,location,name,npv,profile_url,scraped_at,speciality,year_of_experience,google_map_link
Bangalore,300,MDS,94.0,Sarjapur Road,Dr. Subash,0,https://www.practo.com/bangalore/doctor/subash-4-dentist?practice_id=1232416&specialization=Dentist&referrer=doctor_listing&page_uid=cf731325-920f-4239-b6f1-c6131f9a7c0f,2025-08-16T19:06:18.262862,Dentist,,"https://www.google.com/maps/search/Sarjapur+Road,+Bangalore,+Karnataka,+India"
Bangalore,500,BDS,96.0,HSR Layout,Dr. Revathi M,0,https://www.practo.com/bangalore/doctor/dr-revathi-m-dentist-dentist?practice_id=1450333&specialization=Dentist&referrer=doctor_listing&page_uid=cf731325-920f-4239-b6f1-c6131f9a7c0f,2025-08-16T19:06:12.424406,Dentist,,"https://www.google.com/maps/search/HSR+Layout,+Bangalore,+Karnataka,+India"
Bangalore,300,BDS,96.0,Banashankari 2nd Stage,Dr. Arya Madhurkar,0,https://www.practo.com/bangalore/doctor/arya-madhurkar-dentist-3?practice_id=1383651&specialization=Dentist&referrer=doctor_listing&page_uid=cf731325-920f-4239-b6f1-c6131f9a7c0f,2025-08-16T19:06:06.276375,Dentist,,"https://www.google.com/maps/search/Banashankari+2nd+Stage,+Bangalore,+Karnataka,+India"
Bangalore,350,BDS,,Singasandra,Dr. Sushma R,0,https://www.practo.com/bangalore/doctor/sushma-r-dentist-1?practice_id=1446034&specialization=Dentist&referrer=doctor_listing&page_uid=cf731325-920f-4239-b6f1-c6131f9a7c0f,2025-08-16T19:06:00.224284,Dentist,,"https://www.google.com/maps/search/Singasandra,+Bangalore,+Karnataka,+India"
Bangalore,500,MDS,100.0,Koramangala,Dr. Uday Kamath,0,https://www.practo.com/bangalore/doctor/dr-uday-kamath-dentist?practice_id=648850&specialization=Dentist&referrer=doctor_listing&page_uid=cf731325-920f-4239-b6f1-c6131f9a7c0f,2025-08-16T19:05:54.251969,Dentist,,"https://www.google.com/maps/search/Koramangala,+Bangalore,+Karnataka,+India"
Bangalore,350,BDS,100.0,Kothanur,Dr. Bettina Reeba George,0,https://www.practo.com/bangalore/doctor/dr-bettina-reeba-george?practice_id=2081048&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:07:27.361441,Dentist,,"https://www.google.com/maps/search/Kothanur,+Bangalore,+Karnataka,+India"
Bangalore,500,BDS,98.0,Carmelaram,Dr. Smitha Maria Augustin,0,https://www.practo.com/bangalore/doctor/dr-smitha-maria-augustin-dentist?practice_id=1715244&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:07:21.556580,Dentist,,"https://www.google.com/maps/search/Carmelaram,+Bangalore,+Karnataka,+India"
Bangalore,300,BDS,,HBR Layout,Dr. Aisha Tarannum,0,https://www.practo.com/bangalore/doctor/dr-aisha-tarannum-dentist?practice_id=693215&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:07:15.405275,Dentist,,"https://www.google.com/maps/search/HBR+Layout,+Bangalore,+Karnataka,+India"
Bangalore,400,BDS,98.0,Arekere,Dr. Aman Sodhi,0,https://www.practo.com/bangalore/doctor/dr-aman-sodhi-dentist?practice_id=665251&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:07:09.398322,Dentist,,"https://www.google.com/maps/search/Arekere,+Bangalore,+Karnataka,+India"
Bangalore,500,BDS,85.0,Indiranagar,Dr. Malathi,0,https://www.practo.com/bangalore/doctor/dr-malathi-2-dentist?practice_id=1165292&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:07:03.336532,Dentist,,"https://www.google.com/maps/search/Indiranagar,+Bangalore,+Karnataka,+India"
Bangalore,300,BDS,100.0,Jayanagar,Dr. Smitha Shetty,0,https://www.practo.com/bangalore/doctor/dr-smitha-shetty?practice_id=1150779&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:06:57.378349,Dentist,,"https://www.google.com/maps/search/Jayanagar,+Bangalore,+Karnataka,+India"
Bangalore,400,BDS,100.0,HSR Layout,Dr. Kumar Gaurav,0,https://www.practo.com/bangalore/doctor/dr-kumar-gourav-dentist?practice_id=1247713&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:06:51.362057,Dentist,,"https://www.google.com/maps/search/HSR+Layout,+Bangalore,+Karnataka,+India"
Bangalore,400,BDS,99.0,Whitefield,Dr. Arunima Chandra,0,https://www.practo.com/bangalore/doctor/dr-arunima-chandra-dentist?practice_id=1265013&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:06:45.475481,Dentist,,"https://www.google.com/maps/search/Whitefield,+Bangalore,+Karnataka,+India"
Bangalore,200,BDS,98.0,Thanisandra,Dr. Rahila Khanum,0,https://www.practo.com/bangalore/doctor/rahila-khanum-dentist-2?practice_id=1603854&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:08:15.648163,Dentist,,"https://www.google.com/maps/search/Thanisandra,+Bangalore,+Karnataka,+India"
Bangalore,500,BDS,100.0,Panathur,Dr. Victory Ahanthem,0,https://www.practo.com/bangalore/doctor/dr-victory-ahanthem-dentist-1?practice_id=1267660&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:08:09.526787,Dentist,,"https://www.google.com/maps/search/Panathur,+Bangalore,+Karnataka,+India"
Bangalore,300,BDS,98.0,Varthur,Dr. Shreya Francis,0,https://www.practo.com/bangalore/doctor/shreya-francis-dentist?practice_id=1308207&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:08:03.517400,Dentist,,"https://www.google.com/maps/search/Varthur,+Bangalore,+Karnataka,+India"
Bangalore,500,BDS,89.0,Kudlu,Dr. Lakshmi Mohandas,0,https://www.practo.com/bangalore/doctor/dr-lakshmi-mohandas-dentist?practice_id=1317509&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:07:57.543586,Dentist,,"https://www.google.com/maps/search/Kudlu,+Bangalore,+Karnataka,+India"
Bangalore,500,MDS,,Whitefield,Dr. Naveen S Nair,0,https://www.practo.com/bangalore/doctor/dr-naveen-s-nair-dentist?practice_id=1458560&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:07:51.449470,Dentist,,"https://www.google.com/maps/search/Whitefield,+Bangalore,+Karnataka,+India"
Bangalore,500,,95.0,DLF Newtown,Dr. Shruti Sahay,0,https://www.practo.com/bangalore/doctor/shruti-sahay-dentist-1?practice_id=1257689&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:07:45.456453,Dentist,,"https://www.google.com/maps/search/DLF+Newtown,+Bangalore,+Karnataka,+India"
Bangalore,500,BDS,100.0,Wilson Garden,Dr. Bibi Halima Shamaz,0,https://www.practo.com/bangalore/doctor/bibi-halima-shamaz-dentist?practice_id=1131541&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:07:39.390153,Dentist,,"https://www.google.com/maps/search/Wilson+Garden,+Bangalore,+Karnataka,+India"
Bangalore,500,BDS,98.0,HRBR Layout,Dr. Shradha Das,0,https://www.practo.com/bangalore/doctor/shradha-das-dentist?practice_id=996174&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:07:33.472127,Dentist,,"https://www.google.com/maps/search/HRBR+Layout,+Bangalore,+Karnataka,+India"
Bangalore,300,BDS,98.0,Kothanur,Dr. Swati Vishwakarma,0,https://www.practo.com/bangalore/doctor/dr-swati-vishwakarma?practice_id=1163415&specialization=Dentist&referrer=doctor_listing&page_uid=1be7a04b-c49b-4fcf-ade6-f91c8e74422f,2025-08-16T19:09:03.821984,Dentist,,"https://www.google.com/maps/search/Kothanur,+Bangalore,+Karnataka,+India"
Bangalore,600,BDS,100.0,Ulsoor,Dr. Anjana Viswanath,0,https://www.practo.com/bangalore/doctor/dr-anjana-viswanath-dentist?practice_id=654828&specialization=Dentist&referrer=doctor_listing&page_uid=1be7a04b-c49b-4fcf-ade6-f91c8e74422f,2025-08-16T19:08:57.815176,Dentist,,"https://www.google.com/maps/search/Ulsoor,+Bangalore,+Karnataka,+India"
Bangalore,700,,71.0,Old Airport Road,Dr. Achuth M Baliga,0,https://www.practo.com/bangalore/doctor/dr-achuth-m-baliga-dentist?practice_id=630200&specialization=Dentist&referrer=doctor_listing&page_uid=1be7a04b-c49b-4fcf-ade6-f91c8e74422f,2025-08-16T19:08:51.706590,Dentist,,"https://www.google.com/maps/search/Old+Airport+Road,+Bangalore,+Karnataka,+India"
Bangalore,400,BDS,99.0,Horamavu,Dr. Minarbha,0,https://www.practo.com/bangalore/doctor/dr-minerva-1-dentist?practice_id=1176555&specialization=Dentist&referrer=doctor_listing&page_uid=1be7a04b-c49b-4fcf-ade6-f91c8e74422f,2025-08-16T19:08:45.650398,Dentist,,"https://www.google.com/maps/search/Horamavu,+Bangalore,+Karnataka,+India"
Bangalore,400,BDS,,Kasavanahalli,Dr. Sneha Nidhi,0,https://www.practo.com/bangalore/doctor/sneha-nidhi-dentist-1?practice_id=1468060&specialization=Dentist&referrer=doctor_listing&page_uid=1be7a04b-c49b-4fcf-ade6-f91c8e74422f,2025-08-16T19:08:39.580382,Dentist,,"https://www.google.com/maps/search/Kasavanahalli,+Bangalore,+Karnataka,+India"
Bangalore,300,BDS,96.0,Jayanagar,Dr. Monica Rao,0,https://www.practo.com/bangalore/doctor/dr-monica-rao-dentist?practice_id=1274517&specialization=Dentist&referrer=doctor_listing&page_uid=1be7a04b-c49b-4fcf-ade6-f91c8e74422f,2025-08-16T19:08:34.446440,Dentist,,"https://www.google.com/maps/search/Jayanagar,+Bangalore,+Karnataka,+India"
Bangalore,500,BDS,,Doddakallasandra,Dr. Neha Sharma,0,https://www.practo.com/bangalore/doctor/dr-neha-sharma-7-dentist-1?practice_id=1464175&specialization=Dentist&referrer=doctor_listing&page_uid=1be7a04b-c49b-4fcf-ade6-f91c8e74422f,2025-08-16T19:08:27.502064,Dentist,,"https://www.google.com/maps/search/Doddakallasandra,+Bangalore,+Karnataka,+India"
Bangalore,1000,BDS,,Kalyan Nagar,Dr. Anjali Menon,0,https://www.practo.com/bangalore/doctor/dr-anjali-gandhi-2-dentist-2?practice_id=776696&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:08:21.602313,Dentist,,"https://www.google.com/maps/search/Kalyan+Nagar,+Bangalore,+Karnataka,+India"
Bangalore,1000,BDS,99.0,Jayanagar,Dr. Girish Rao,0,https://www.practo.com/bangalore/doctor/dr-girish-rao-dentist-6?practice_id=853078&specialization=Dentist&referrer=doctor_listing&page_uid=9d162044-fc81-4848-bf70-d63e87f56927,2025-08-16T19:09:51.815922,Dentist,,"https://www.google.com/maps/search/Jayanagar,+Bangalore,+Karnataka,+India"
Bangalore,500,MDS,97.0,Banashankari 3rd Stage,Dr. Katta R Venkatesh,0,https://www.practo.com/bangalore/doctor/dr-katta-r-venkatesh-dentist?practice_id=654209&specialization=Dentist&referrer=doctor_listing&page_uid=9d162044-fc81-4848-bf70-d63e87f56927,2025-08-16T19:09:45.843482,Dentist,,"https://www.google.com/maps/search/Banashankari+3rd+Stage,+Bangalore,+Karnataka,+India"
Bangalore,350,BDS,98.0,Kundalahalli,Dr. Deepadnya Narkar,0,https://www.practo.com/bangalore/doctor/dr-deepadnya-helekar-dentist-1?practice_id=1126140&specialization=Dentist&referrer=doctor_listing&page_uid=9d162044-fc81-4848-bf70-d63e87f56927,2025-08-16T19:09:39.825478,Dentist,,"https://www.google.com/maps/search/Kundalahalli,+Bangalore,+Karnataka,+India"
Bangalore,400,BDS,,Subramanyapura,Dr. Sripriya K V,0,https://www.practo.com/bangalore/doctor/sripriya-k-v-dentist?practice_id=1391201&specialization=Dentist&referrer=doctor_listing&page_uid=9d162044-fc81-4848-bf70-d63e87f56927,2025-08-16T19:09:33.775642,Dentist,,"https://www.google.com/maps/search/Subramanyapura,+Bangalore,+Karnataka,+India"
Bangalore,900,BDS,100.0,Koramangala,Dr. Anju Jeevan,0,https://www.practo.com/bangalore/doctor/dr-anju-jeevan-dentist?practice_id=648533&specialization=Dentist&referrer=doctor_listing&page_uid=9d162044-fc81-4848-bf70-d63e87f56927,2025-08-16T19:09:27.791368,Dentist,,"https://www.google.com/maps/search/Koramangala,+Bangalore,+Karnataka,+India"
Bangalore,400,BDS,99.0,JP Nagar,Dr. Srinivas Panchajanya,0,https://www.practo.com/bangalore/doctor/dr-srinivas-panchajanya-dentist?practice_id=692537&specialization=Dentist&referrer=doctor_listing&page_uid=9d162044-fc81-4848-bf70-d63e87f56927,2025-08-16T19:09:22.203815,Dentist,,"https://www.google.com/maps/search/JP+Nagar,+Bangalore,+Karnataka,+India"
Bangalore,400,BDS,100.0,RT Nagar,Dr. Teena Aiyanna,0,https://www.practo.com/bangalore/doctor/teena-aiyanna?practice_id=1133916&specialization=Dentist&referrer=doctor_listing&page_uid=1be7a04b-c49b-4fcf-ade6-f91c8e74422f,2025-08-16T19:09:15.901580,Dentist,,"https://www.google.com/maps/search/RT+Nagar,+Bangalore,+Karnataka,+India"
Bangalore,400,MDS,97.0,BTM Layout,Dr. Sai Shetty,0,https://www.practo.com/bangalore/doctor/dr-dr-sai-shetty-dentist?practice_id=1441725&specialization=Dentist&referrer=doctor_listing&page_uid=1be7a04b-c49b-4fcf-ade6-f91c8e74422f,2025-08-16T19:09:10.172623,Dentist,,"https://www.google.com/maps/search/BTM+Layout,+Bangalore,+Karnataka,+India"
Bangalore,300,BDS,94.0,Horamavu,Dr. Vijayatha Shetty,0,https://www.practo.com/bangalore/doctor/dr-vijetha-amrith-shetty-dentist-1?practice_id=1497817&specialization=Dentist&referrer=doctor_listing&page_uid=d68fe377-d91a-4b60-993f-a5ced22f01d3,2025-08-16T19:10:40.040004,Dentist,,"https://www.google.com/maps/search/Horamavu,+Bangalore,+Karnataka,+India"
Bangalore,400,BDS,98.0,Bellandur,Dr. Josin V Jose,0,https://www.practo.com/bangalore/doctor/dr-josin-v-jose-dentist?practice_id=1208895&specialization=Dentist&referrer=doctor_listing&page_uid=d68fe377-d91a-4b60-993f-a5ced22f01d3,2025-08-16T19:10:34.032077,Dentist,,"https://www.google.com/maps/search/Bellandur,+Bangalore,+Karnataka,+India"
Bangalore,500,BDS,97.0,BTM Layout,Dr. D.S. Chandrashekar,0,https://www.practo.com/bangalore/doctor/dr-d-s-chandrashekar-dentist-1?practice_id=648798&specialization=Dentist&referrer=doctor_listing&page_uid=d68fe377-d91a-4b60-993f-a5ced22f01d3,2025-08-16T19:10:27.991936,Dentist,,"https://www.google.com/maps/search/BTM+Layout,+Bangalore,+Karnataka,+India"
Bangalore,300,BDS,96.0,HSR Layout,Dr. A.N Reddy,0,https://www.practo.com/bangalore/doctor/dr-dr-a-n-reddy-dentist?practice_id=1139345&specialization=Dentist&referrer=doctor_listing&page_uid=d68fe377-d91a-4b60-993f-a5ced22f01d3,2025-08-16T19:10:21.994336,Dentist,,"https://www.google.com/maps/search/HSR+Layout,+Bangalore,+Karnataka,+India"
Bangalore,200,BDS,100.0,KR Puram,Dr. Akanksha Kapoor,0,https://www.practo.com/bangalore/doctor/dr-akanksha-kapoor-dentist?practice_id=1272688&specialization=Dentist&referrer=doctor_listing&page_uid=d68fe377-d91a-4b60-993f-a5ced22f01d3,2025-08-16T19:10:16.024971,Dentist,,"https://www.google.com/maps/search/KR+Puram,+Bangalore,+Karnataka,+India"
Bangalore,300,BDS,99.0,RT Nagar,Dr. Sumalatha,0,https://www.practo.com/bangalore/doctor/dr-sumalatha-dentist-4?practice_id=711863&specialization=Dentist&referrer=doctor_listing&page_uid=9d162044-fc81-4848-bf70-d63e87f56927,2025-08-16T19:10:09.927694,Dentist,,"https://www.google.com/maps/search/RT+Nagar,+Bangalore,+Karnataka,+India"
Bangalore,350,BDS,98.0,Hegde Nagar,Dr. Syed Saqhib Suhail,0,https://www.practo.com/bangalore/doctor/dr-syed-saqhib-suhail-dentist?practice_id=1267533&specialization=Dentist&referrer=doctor_listing&page_uid=9d162044-fc81-4848-bf70-d63e87f56927,2025-08-16T19:10:03.877554,Dentist,,"https://www.google.com/maps/search/Hegde+Nagar,+Bangalore,+Karnataka,+India"
Bangalore,300,BDS,100.0,Marathahalli,Dr. Chandni Gupta Menon,0,https://www.practo.com/bangalore/doctor/chandni-gupta-menon-dentist?practice_id=1374522&specialization=Dentist&referrer=doctor_listing&page_uid=9d162044-fc81-4848-bf70-d63e87f56927,2025-08-16T19:09:57.787564,Dentist,,"https://www.google.com/maps/search/Marathahalli,+Bangalore,+Karnataka,+India"
Bangalore,300,BDS,98.0,Hennur,Dr. Shilpa,0,https://www.practo.com/bangalore/doctor/dr-shobha-s-raju-dentist?practice_id=693832&specialization=Dentist&referrer=doctor_listing&page_uid=348fd241-8e50-4695-84a8-d3af676f8abd,2025-08-16T19:11:28.089356,Dentist,,"https://www.google.com/maps/search/Hennur,+Bangalore,+Karnataka,+India"
Bangalore,500,BDS,99.0,Rajajinagar,Dr. Chetak Shetty,0,https://www.practo.com/bangalore/doctor/dr-chetak-shetty-dentist-5?practice_id=653623&specialization=Dentist&referrer=doctor_listing&page_uid=348fd241-8e50-4695-84a8-d3af676f8abd,2025-08-16T19:11:22.134197,Dentist,,"https://www.google.com/maps/search/Rajajinagar,+Bangalore,+Karnataka,+India"
Bangalore,500,BDS,99.0,Jayanagar,Dr. Ameet Kini,0,https://www.practo.com/bangalore/doctor/dr-ameet-kini-dentist?practice_id=668754&specialization=Dentist&referrer=doctor_listing&page_uid=348fd241-8e50-4695-84a8-d3af676f8abd,2025-08-16T19:11:16.048233,Dentist,,"https://www.google.com/maps/search/Jayanagar,+Bangalore,+Karnataka,+India"
Bangalore,200,,100.0,Marathahalli,Dr. Nisar Ahmed,0,https://www.practo.com/bangalore/doctor/dr-nisar-ahmed-dentist-1?practice_id=686442&specialization=Dentist&referrer=doctor_listing&page_uid=348fd241-8e50-4695-84a8-d3af676f8abd,2025-08-16T19:11:10.277565,Dentist,,"https://www.google.com/maps/search/Marathahalli,+Bangalore,+Karnataka,+India"
Bangalore,400,MDS,100.0,Kengeri Satellite Town,Dr. Rasitha,0,https://www.practo.com/bangalore/doctor/rasitha-dentist?practice_id=1261908&specialization=Dentist&referrer=doctor_listing&page_uid=d68fe377-d91a-4b60-993f-a5ced22f01d3,2025-08-16T19:11:04.096187,Dentist,,"https://www.google.com/maps/search/Kengeri+Satellite+Town,+Bangalore,+Karnataka,+India"
Bangalore,500,BDS,87.0,Doddabommasandra,Dr. Ramya Himanish,0,https://www.practo.com/bangalore/doctor/ramya-himanish-dentist?practice_id=759904&specialization=Dentist&referrer=doctor_listing&page_uid=d68fe377-d91a-4b60-993f-a5ced22f01d3,2025-08-16T19:10:58.196607,Dentist,,"https://www.google.com/maps/search/Doddabommasandra,+Bangalore,+Karnataka,+India"
Bangalore,500,BDS,99.0,Nagawara,Dr. Zeena Hanif,0,https://www.practo.com/bangalore/doctor/dr-zeena-hanif?practice_id=1142378&specialization=Dentist&referrer=doctor_listing&page_uid=d68fe377-d91a-4b60-993f-a5ced22f01d3,2025-08-16T19:10:51.985326,Dentist,,"https://www.google.com/maps/search/Nagawara,+Bangalore,+Karnataka,+India"
Bangalore,500,BDS,97.0,Marathahalli,Dr. Karishma Mohanani,0,https://www.practo.com/bangalore/doctor/karishma-mohanani-dentist-1?practice_id=1398052&specialization=Dentist&referrer=doctor_listing&page_uid=d68fe377-d91a-4b60-993f-a5ced22f01d3,2025-08-16T19:10:46.021345,Dentist,,"https://www.google.com/maps/search/Marathahalli,+Bangalore,+Karnataka,+India"
Bangalore,500,BDS,97.0,Ganganagar,Dr. Shammi Rai,0,https://www.practo.com/bangalore/doctor/dr-shammi-s-rai-dentist-dentist?practice_id=706935&specialization=Dentist&referrer=doctor_listing&page_uid=e10f12d4-e8c1-436d-9d9e-10a0a9e75cd9,2025-08-16T19:12:22.565595,Dentist,,"https://www.google.com/maps/search/Ganganagar,+Bangalore,+Karnataka,+India"
Bangalore,300,MDS,100.0,HSR Layout,Dr. Abhishek Somani,0,https://www.practo.com/bangalore/doctor/dr-dr-abhishek-somani-dentist?practice_id=1413921&specialization=Dentist&referrer=doctor_listing&page_uid=e10f12d4-e8c1-436d-9d9e-10a0a9e75cd9,2025-08-16T19:12:16.219614,Dentist,,"https://www.google.com/maps/search/HSR+Layout,+Bangalore,+Karnataka,+India"
Bangalore,450,BDS,99.0,Yelahanka New Town,Dr. Prabala K V,0,https://www.practo.com/bangalore/doctor/dr-prabala-k-v-dentist-3?practice_id=653343&specialization=Dentist&referrer=doctor_listing&page_uid=e10f12d4-e8c1-436d-9d9e-10a0a9e75cd9,2025-08-16T19:12:10.254594,Dentist,,"https://www.google.com/maps/search/Yelahanka+New+Town,+Bangalore,+Karnataka,+India"
Bangalore,1000,BDS,100.0,Indiranagar,Dr. Shivani Daga,0,https://www.practo.com/bangalore/doctor/dr-shivani-daga-dentist?practice_id=1604472&specialization=Dentist&referrer=doctor_listing&page_uid=e10f12d4-e8c1-436d-9d9e-10a0a9e75cd9,2025-08-16T19:12:04.062352,Dentist,,"https://www.google.com/maps/search/Indiranagar,+Bangalore,+Karnataka,+India"
Bangalore,400,BDS,93.0,T Dasarahalli,Dr. Ravi Kumar S,0,https://www.practo.com/bangalore/doctor/dr-ravi-49-dentist?practice_id=1362939&specialization=Dentist&referrer=doctor_listing&page_uid=348fd241-8e50-4695-84a8-d3af676f8abd,2025-08-16T19:11:52.145118,Dentist,,"https://www.google.com/maps/search/T+Dasarahalli,+Bangalore,+Karnataka,+India"
Bangalore,400,BDS,92.0,Bellandur,Dr. Asmita,0,https://www.practo.com/bangalore/doctor/dr-asmita-dentist?practice_id=1248117&specialization=Dentist&referrer=doctor_listing&page_uid=348fd241-8e50-4695-84a8-d3af676f8abd,2025-08-16T19:11:46.268864,Dentist,,"https://www.google.com/maps/search/Bellandur,+Bangalore,+Karnataka,+India"
